id,audio_file,reference,prediction,wer,cer,contest_type,wpm,condition,duration,used_chunking
580,morse_000580.wav,CQ CQ CQ DE KJ9F KJ9F KJ9F KJ9F DE WB6B 599 40 K NR? NR? KJ9F DE WB6B 599 40 K TU 599 14 KJ9F 73 GL WB6B TEST,CQ CQ DE VA9ZWK VA9ZWK VA9ZWK K CQ CQ WXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX ? ? ? ?,0.8620689655172413,1.1559633027522935,CQWW,31,contest_good,57.49975,True
495,morse_000495.wav,CQ TEST CQ TEST DE DG8OKX DG8OKX K DG8OKX DE RN4NGT 599 3T415 K R 599 7963 TU QSL TU TEST RN4NGT QRZ?,CQ CQ DE JI? JI? JI? DE JI? QRZ? QRZ? AGN DE JI? QRZ? AGN DE JI? TEST? QRZ? QRZ? QRZ? AGN,0.8695652173913043,0.7722772277227723,CQWPX,33,contest_moderate,44.6323125,True
629,morse_000629.wav,CQ TEST CQ TEST DE DM8SI DM8SI K DM8SI DE WQ2QTR 1A WTX K DM8SI AGN DM8SI DE WQ2QTR 1A WTX K TU 7A GA DM8SI TU QRZ? WQ2QTR,CQ CQ DE VA9ZWK VA9ZWK K CQ CQ DE VA9KW VA9KW K VA9KW Q,0.7931034482758621,0.7704918032786885,FIELD_DAY,30,contest_poor,55.9694375,True
971,morse_000971.wav,CQ IARU CQ IARU DE JK2DBN JK2DBN K JK2DBN DE PP2MR 599 64 K 599 84 GL QSL TU TEST PP2MR CQ IARU CQ IARU DE JK2DBN JK2DBN K JK2DBN DE PP2MR 599 64 K 599 84 GL QSL TU TEST PP2MR,CQ CQ CQ DE VA9XW VA9XW VA9XW K AGN QRZ? QRZ? QRZ? QRZ? QRZ? QRZ? CQ CQ WG9XL WG9XL WG9XL WG9XL WG9XL WG9XL WG9XL WG9XL Q,0.8571428571428571,0.7771428571428571,IARU,36,contest_good,56.8629375,True
270,morse_000270.wav,CQ CQ CQ DE WM7IX WM7IX WM7IX WM7IX M8XF 599 27 TU 599 15 WM7IX TU QRZ? M8XF,CQ CQ,0.8888888888888888,0.9342105263157895,CQWW,23,contest_poor,51.8464375,True
35,morse_000035.wav,JB1BGA 599 ? DE JB1BGA QRZ? JB1BGA 599 ? QRZ? AGN JB1BGA 599 ? QRZ? AGN,CQ CQ DE JR? JR? JR? QRZ? QRZ? QRZ? AGN CQ CQ DE GW6WGW GW6WGW GW6WGW Q,0.9375,0.7887323943661971,ARRLDX,20,dx_expedition,59.2049375,True
358,morse_000358.wav,RG4PMD GEORGE DC DE RG4PMD AGN RG4PMD GEORGE DC RG4PMD GEORGE DC DE RG4PMD AGN QRZ? RG4PMD GEORGE DC,DQ9? QRZ? QRZ? DE DQ9? QRZ? DE DQ9? DE DQ9? DE DQ9? DE DQ9? DE DQ9? QRZ? DE DQ9? DE DQ9? DE,1.0,0.75,NAQP,38,contest_moderate,36.3076875,True
400,morse_000400.wav,CQ TEST CQ TEST DE DK3KEL DK3KEL K QRZ? DE CQ CQ TEST CQ TEST DE DK3KEL DK3KEL K DE CQ,CQ CQ DE VA9ZWK VA9ZWK QRZ? QRZ? QRZ? QRZ? DE VA9ZWK VA9ZWK DE VA9ZWK ? ? ?,0.7619047619047619,0.7209302325581395,SPRINT,35,contest_good,33.3624375,True
472,morse_000472.wav,CQ TEST CQ TEST DE WM0ZF WM0ZF K WM0ZF DE GI5XF 2428 SAM NY K TU 3524 FRANK FL WM0ZF QSL TU SPRINT GI5XF,CQ CQ DE VE6JN VE6JN VE6JN CQ DE VE6JN VE6JN VE6JN DE TEST? EG9WGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWGWG,0.8333333333333334,0.9615384615384616,SPRINT,29,clean,51.4503125,True
588,morse_000588.wav,CQ CQ CQ DE JH7AON JH7AON JH7AON JH7AON DQ6DQ 599 21 R 599 17 TU TU QRZ? DQ6DQ,CQ CQ CQ WG9XB WG9XB WG9XB Q,0.8333333333333334,0.8076923076923077,CQWW,23,contest_good,54.204,True
384,morse_000384.wav,TEST EC7OS5 EC7OS5 TEST EC7OS5 DE KU7BIP 1802 CARL CO K 1259 RICK ME GL QSL TU TEST KU7BIP,CQ CQ DE JI? JI? JI? DE JI? QRZ? QRZ? JI? DE JI? DE JI? DE JI? DE JI? DE JI?,1.0526315789473684,0.7666666666666667,SPRINT,35,contest_poor,35.5448125,True
786,morse_000786.wav,TEST M6GD M6GD TEST M6GD EG7TNA 5A NNY TU 4A OK M6GD TU QRZ? EG7TNA AGN TEST M6GD M6GD TEST M6GD EG7TNA 5A NNY TU 4A OK M6GD TU QRZ? EG7TNA,CQ CQ CQ DE VE6JN VE6JN VE6JN VE6JN DE VE6JN DE VE6JN B KW5? KW5? LW9JN KW5? QRZ? LW9JN KW5? KW5?,1.0,0.7769784172661871,FIELD_DAY,34,contest_poor,53.75725,True
173,morse_000173.wav,CQ TEST CQ TEST DE EG8YCQ EG8YCQ K EG8YCQ DE WB8I 599 9T635 K R 599 9801 TU TU QRZ? WB8I,CQ CQ DE JS? JS? QRZ? QRZ? DE JS? DE JS? AGN DE JS? QRZ? AGN DE JS? DE JS? DE JS? LQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQQ,1.0,1.1136363636363635,CQWPX,33,dx_expedition,40.7278125,True
27,morse_000027.wav,TEST JP7HVR JP7HVR TEST AGN TEST JP7HVR JP7HVR TEST, WG? WG? WG? WG? WG? WG? WG? WG?                                                                                                                                                                                                     ,1.0,0.8431372549019608,SPRINT,30,clean,22.33275,False
221,morse_000221.wav,TEST I5UH I5UH TEST TEST I5UH I5UH TEST TEST I5UH I5UH TEST, ? ? ? ? ? ? ?                                                                                                                                                                                                                      ,1.0,0.8983050847457628,ARRLDX,32,dx_expedition,17.8060625,False
933,morse_000933.wav,TEST WL1YCE WL1YCE TEST, ,1.0,1.0,ARRLDX,18,contest_moderate,16.0760625,False
102,morse_000102.wav,CQ CQ CQ DE IW4LXO IW4LXO IW4LXO QRZ? QRZ? AGN, ? ? ? ? ? ? ? ? ? ?                                                                                                                                                                                                                   ,1.0,0.7608695652173914,CQWW,40,contest_poor,18.1615625,False
196,morse_000196.wav,CQ CQ CQ DE NY2A NY2A NY2A NY2A DF2LR JIM TN JOHN NC GL TU QRZ? DF2LR, 599 KW KWZ? KWZ? KWZ? KWZ? KWZ? KWZ? KWZ?                                                                                                                                                                                             ,1.0,0.855072463768116,NAQP,38,contest_poor,27.1341875,False
160,morse_000160.wav,JH4I? DE JH4I? DE JH4I? AGN JH4I? AGN AGN AGN DE JH4I? QRZ?, ? ? ? ? ? ? ?                                                                                                                                                                                                                      ,1.0,0.7966101694915254,SPRINT,36,clean,20.2795,False
439,morse_000439.wav,KT9R 3182 ? AGN DE KT9R KT9R 3182 ?, ? ? ? ? ? ?                                                                                                                                                                                                                       ,0.7777777777777778,0.8,SPRINT,29,contest_poor,20.3191875,False
784,morse_000784.wav,DF3HL 3568 B 14 NC AGN DF3HL 3568 B 14 NC,                                                                                                                                                                                                                             ,1.0,1.0,SWEEPSTAKES,27,contest_moderate,24.5655,False
541,morse_000541.wav,CQ CQ CQ DE JG9KL JG9KL JG9KL CQ CQ CQ DE JG9KL JG9KL JG9KL, 2A ? QRZ? 2A ? QRZ? 2A ?                                                                                                                                                                                                              ,1.0,0.847457627118644,SPRINT,30,dx_expedition,27.14825,False
989,morse_000989.wav,DK5GMH 599 ? QRZ? DK5GMH 599 ? AGN DE DK5GMH QRZ?, ? ? ? ? ? ?                                                                                                                                                                                                                       ,0.8181818181818182,0.8163265306122449,CQWW,38,contest_moderate,20.4719375,False
977,morse_000977.wav,PX6WD 599 100 DE PX6WD QRZ? AGN AGN, WG? QRZ? WG? QRZ? WG? QRZ? WG?                                                                                                                                                                                                        ,0.875,0.7428571428571429,ARRLDX,31,contest_moderate,18.6844375,False
330,morse_000330.wav,JC0BZ9 579 1500,                                                                                                                                                                                                                             ,1.0,1.0,ARRLDX,16,clean,18.548375,False
334,morse_000334.wav,CQ CQ CQ DE F6HA F6HA F6HA AGN,TEST? EF1WB EF1WB QRZ?,1.0,0.8333333333333334,IARU,15,contest_good,29.337875,False
300,morse_000300.wav,RI3D? QRZ? RI3D? RI3D? DE RI3D? RI3D? AGN RI3D? AGN,                                                                                                                                                                                                                             ,1.0,1.0,CQWPX,32,clean,17.9074375,False
409,morse_000409.wav,JI7TE 599 ? JI7TE 599 ? QRZ?,                                                                                                                                                                                                                             ,1.0,1.0,ARRLDX,24,contest_moderate,18.9254375,False
910,morse_000910.wav,TEST ZW4EBN ZW4EBN TEST TEST ZW4EBN ZW4EBN TEST DE TEST DE TEST AGN, ? ? ? ? ? ?                                                                                                                                                                                                                       ,1.0,0.9253731343283582,NAQP,36,contest_moderate,21.1261875,False
792,morse_000792.wav,CQ TEST CQ TEST DE DL4WW DL4WW K DE CQ AGN, ? ? ? ? ? ?                                                                                                                                                                                                                       ,1.0,0.8809523809523809,CQWW,36,clean,15.992,False
371,morse_000371.wav,AZ2ST 599 2 DE AZ2ST AZ2ST 599 2 AGN,                                                                                                                                                                                                                             ,1.0,1.0,CQWW,29,contest_moderate,19.544875,False
831,morse_000831.wav,EF9UW? QRZ? QRZ? AGN EF9UW? AGN AGN DE EF9UW? QRZ?, ? ? ? ? ? ?                                                                                                                                                                                                                       ,1.0,0.78,IARU,37,contest_poor,20.6030625,False
697,morse_000697.wav,CQ CQ CQ DE IQ8EPB IQ8EPB IQ8EPB,                                                                                                                                                                                                                             ,1.0,1.0,CQWW,18,contest_good,26.4246875,False
438,morse_000438.wav,CQ CQ CQ DE IK2NPD IK2NPD IK2NPD,                                                                                                                                                                                                                             ,1.0,1.0,SPRINT,20,contest_good,23.39575,False
273,morse_000273.wav,GU2YUQ 599 ? DE GU2YUQ AGN,                                                                                                                                                                                                                             ,1.0,1.0,IARU,22,clean,19.6769375,False
151,morse_000151.wav,EB? QRZ? EB? EB? EB? QRZ? DE EB? DE EB? DE EB? DE EB? AGN DE EB? EB? QRZ? QRZ? AGN EB? AGN EB? QRZ? EB? DE EB? AGN QRZ? DE EB? QRZ? QRZ? EB?, WL? QRZ? WL? QRZ? WL? QRZ? WL? QRZ? WL? QRZ? WL? QRZ? WL? QRZ? WL?                                                                                                                                                                                ,0.8285714285714286,0.6642857142857143,CQWPX,40,contest_poor,25.8183125,False
870,morse_000870.wav,CQ CQ CQ DE KD6BD9 KD6BD9 KD6BD9 QRZ?,                                                                                                                                                                                                                             ,1.0,1.0,NAQP,30,contest_good,19.9645625,False
975,morse_000975.wav,F7AU8 599 ? DE F7AU8 QRZ? F7AU8 599 ? F7AU8 599 ?, ? ? ? ? ? ? ? ? ? ? ? ?                                                                                                                                                                                                                 ,0.75,0.6938775510204082,IARU,38,contest_poor,21.26425,False
748,morse_000748.wav,AG? QRZ? AGN QRZ? DE AG? AG? AG? QRZ? DE AG? QRZ? QRZ? DE AG? AGN QRZ? AG? QRZ? AG? AG? AG? DE AG? AG?, 2A? QRZ? 2A? QRZ? 2A? QRZ? 2A? QRZ? 2A? QRZ? 2A? QRZ? 2A?                                                                                                                                                                                      ,0.76,0.5490196078431373,SPRINT,37,dx_expedition,24.035,False
59,morse_000059.wav,CQ TEST CQ TEST DE JB9AJK JB9AJK K,                                                                                                                                                                                                                             ,1.0,1.0,CQWPX,29,contest_moderate,16.4349375,False
280,morse_000280.wav,IZ8KAW 599 50 IZ8KAW 599 50 QRZ? QRZ?, ?? QRZ? QRZ? QRZ? QRZ? QRZ?                                                                                                                                                                                                            ,0.75,0.6486486486486487,IARU,31,contest_moderate,21.0205,False
885,morse_000885.wav,CQ CQ CQ DE WS1ZPP WS1ZPP WS1ZPP, ? ? ?                                                                                                                                                                                                                          ,1.0,0.9375,CQWW,24,contest_good,21.5556875,False
286,morse_000286.wav,JJ2EIK 599 ? DE JJ2EIK QRZ? JJ2EIK 599 ?,                                                                                                                                                                                                                             ,1.0,1.0,CQWPX,35,dx_expedition,18.7885,False
401,morse_000401.wav,GI? DE GI? GI? QRZ? DE GI? QRZ? DE GI? DE GI? DE GI? DE GI? QRZ? GI? AGN AGN AGN DE GI? DE GI? AGN QRZ? QRZ?, ? ? ? ? ? ? ? ? ? ? ? ? ? ?                                                                                                                                                                                                               ,1.0,0.75,CQWW,27,dx_expedition,28.5166875,False
504,morse_000504.wav,TEST VO2DSN VO2DSN TEST TEST VO2DSN VO2DSN TEST, ? ? ?                                                                                                                                                                                                                          ,1.0,0.9574468085106383,ARRLDX,18,contest_moderate,22.406625,False
283,morse_000283.wav,M67PXY 3B NFL,                                                                                                                                                                                                                             ,1.0,1.0,FIELD_DAY,20,dx_expedition,10.061125,False
184,morse_000184.wav,IU7ZZS 599 ?,                                                                                                                                                                                                                             ,1.0,1.0,ARRLDX,31,clean,6.28275,False
169,morse_000169.wav,EE6LTW BEN ? AGN EE6LTW BEN ?,                                                                                                                                                                                                                             ,1.0,1.0,NAQP,25,contest_good,13.9914375,False
132,morse_000132.wav,I7BSP AL ? DE I7BSP I7BSP AL ?,                                                                                                                                                                                                                             ,1.0,1.0,NAQP,35,clean,11.1604375,False
318,morse_000318.wav,JP6FX 599 8231,                                                                                                                                                                                                                             ,1.0,1.0,CQWPX,19,dx_expedition,13.802,False
595,morse_000595.wav,WV2XE PAUL MD WV2XE PAUL MD QRZ?,                                                                                                                                                                                                                             ,1.0,1.0,NAQP,33,contest_moderate,11.9300625,False
843,morse_000843.wav,JN7GYZ 599 1595,                                                                                                                                                                                                                             ,1.0,1.0,CQWPX,40,contest_poor,6.6748125,False
708,morse_000708.wav,CQ CQ CQ DE DB5AR DB5AR DB5AR, ? ? ?                                                                                                                                                                                                                          ,1.0,0.9310344827586207,NAQP,33,dx_expedition,12.138,False
756,morse_000756.wav,TEST VK8SG VK8SG TEST DE TEST,                                                                                                                                                                                                                             ,1.0,1.0,NAQP,28,contest_poor,12.6314375,False
396,morse_000396.wav,TEST JS8OPC JS8OPC TEST AGN AGN,                                                                                                                                                                                                                             ,1.0,1.0,NAQP,32,contest_good,13.1039375,False
92,morse_000092.wav,RT0F? QRZ? QRZ? QRZ?, ? ? ? ?                                                                                                                                                                                                                         ,1.0,0.65,ARRLDX,31,clean,9.9655625,False
559,morse_000559.wav,JL4V? QRZ? AGN QRZ?,                                                                                                                                                                                                                             ,1.0,1.0,FIELD_DAY,25,contest_moderate,11.6624375,False
430,morse_000430.wav,JC7BI 599 1500,                                                                                                                                                                                                                             ,1.0,1.0,ARRLDX,31,dx_expedition,8.3215,False
529,morse_000529.wav,IQ4MH? AGN DE IQ4MH? DE IQ4MH?,                                                                                                                                                                                                                             ,1.0,1.0,NAQP,37,clean,9.236875,False
806,morse_000806.wav,KY2ZFP 2T802 ?,                                                                                                                                                                                                                             ,1.0,1.0,SPRINT,30,contest_poor,8.370625,False
29,morse_000029.wav,CQ TEST CQ TEST DE I2DOF I2DOF K, ? ? ?                                                                                                                                                                                                                          ,1.0,0.9375,NAQP,31,contest_moderate,13.488625,False
429,morse_000429.wav,ZW4XB 4507 KEN MA,                                                                                                                                                                                                                             ,1.0,1.0,SPRINT,28,dx_expedition,9.0128125,False
674,morse_000674.wav,CQ CQ CQ DE F7FC F7FC F7FC,                                                                                                                                                                                                                             ,1.0,1.0,FIELD_DAY,31,contest_poor,13.458625,False
251,morse_000251.wav,NQ3ZIJ 599 9,                                                                                                                                                                                                                             ,1.0,1.0,IARU,36,clean,5.7635,False
39,morse_000039.wav,EH1QP 599 7T475 QRZ?,                                                                                                                                                                                                                             ,1.0,1.0,CQWPX,31,clean,11.1051875,False
449,morse_000449.wav,KS6YW 599 4T994 KS6YW 599 4T994,                                                                                                                                                                                                                             ,1.0,1.0,CQWPX,35,clean,10.896625,False
44,morse_000044.wav,NP1JQ 1A WPA, ? ?                                                                                                                                                                                                                           ,1.0,0.9166666666666666,FIELD_DAY,22,clean,8.686125,False
379,morse_000379.wav,TEST JN8JP JN8JP TEST JN8JP DE K4O 6T012 B 63 STX K 7065 B 86 WI GL 73 GL K4O TEST AGN TEST JN8JP JN8JP TEST JN8JP DE K4O 6T012 B 63 STX K 7065 B 86 WI GL 73 GL K4O TEST,? QRZ? QRZ? DE0? QRZ? DE0? DE0? DE0? DE0? DE0? QRZ? DE0? DE0? DE0? DE0? QRZ? DE0? DE0? CQ CQ DE GJ5GSG GJ5GSG GJ5GSG DE GJ5GSG DE GJ5GSG DE GJ5GSG DE GJ5GSG DE GJ5GSG AGN GJ5GSGS GJ5GSGS GJ5GSGS GJ5GSGS GJ5GSGS,0.9767441860465116,0.9763313609467456,SWEEPSTAKES,36,contest_poor,70.106125,True
317,morse_000317.wav,CQ TEST CQ TEST DE EB7ID EB7ID K EB7ID DE VY7PRN 1679 A 74 DE K EB7ID AGN EB7ID DE VY7PRN 1679 A 74 DE K R 9139 A 81 MS TU 73 GL VY7PRN TEST,CQ CQ DE VE4JN VE4JN VE4JN K CQ CQ DE VE6JN VE6JN VE6JN K,0.8333333333333334,0.7785714285714286,SWEEPSTAKES,31,contest_good,64.1711875,True
206,morse_000206.wav,CQ FIELD_DAY CQ FIELD_DAY DE JL1QL JL1QL K JL1QL 3A MAR LW7W5 LW? LW? JL1QL 3A MAR LW7W5 R 3B CT TU QSL TU TEST LW7W5,CQ CQ KW9? WG9? WG9? WG9? KW9? KW9? WG9? NN? NN? WX? WX? WX? WX? WX?,0.9230769230769231,0.7948717948717948,FIELD_DAY,19,contest_moderate,89.8055,True
506,morse_000506.wav,CQ CQ CQ DE PR5RS PR5RS PR5RS PR5RS DE VY5LLS 5552 GEORGE MA K TU 6013 ED WV PR5RS 73 GL VY5LLS TEST,CQ CQ DE VE6JN VE6JN VE6JN AGN,0.8695652173913043,0.83,SPRINT,18,contest_good,78.94175,True
533,morse_000533.wav,TEST JL1LDZ JL1LDZ TEST JL1LDZ DE M59RS 7T236 PAUL ME K CALL? JL1LDZ DE M59RS 7T236 PAUL ME K 6634 TOM CA GL 73 GL M59RS TEST,CQ KW? KW9WD CQ CQ DE VE6JN VE6JN VE6JN VE6JN 569,0.9629629629629629,0.832,SPRINT,18,contest_poor,100.888875,True
699,morse_000699.wav,CQ CQ CQ DE EG9KR EG9KR EG9KR EG9KR DE F1YB 4A SC K QRZ? DE EG9KR EG9KR DE F1YB 4A SC K 1E ORG GL TU QRZ? F1YB CQ CQ CQ DE EG9KR EG9KR EG9KR EG9KR DE F1YB 4A SC K QRZ? DE EG9KR EG9KR DE F1YB 4A SC K 1E ORG GL TU QRZ? F1YB,CQ CQ DE JS? JS? QRZ? QRZ? DE JS? QRZ? DE JS? DE JS? DE JS? DE JS? QRZ? DE JS? DE JS? DE JS? AGN KW5? KW5? WV? WV? WV? KW5? KW5? WV? WV? WV? KW5? KW5? WV? KW5W? WG? WG? KW5W? WG? KW5W? WG? KW5W?,0.8392857142857143,0.7420814479638009,FIELD_DAY,37,contest_moderate,74.1015,True
548,morse_000548.wav,TEST JL7EG JL7EG TEST JL7EG 599 38 LP7W0 TU 599 28 JL7EG 73 GL LP7W0 TEST,CQ CQ NQ9X? NQ9X? NQ9X? NQ9X? NQ9X?,1.0,0.8904109589041096,CQWW,16,dx_expedition,68.66775,True
750,morse_000750.wav,CQ TEST CQ TEST DE DD2ESF DD2ESF K DD2ESF LW9QF 599 8T819 TU 599 6052 DD2ESF 73 GL LW9QF TEST,CQ CQ DE VE6JN VE6JN VE6JN K CQ CQ DE VE6JN VE6JN VE6JN CQ VE6JN VE6JN VE6JN,0.85,0.7741935483870968,CQWPX,22,clean,61.96775,True
520,morse_000520.wav,CQ TEST CQ TEST DE JJ5RDJ JJ5RDJ K JJ5RDJ DE DK9QN 599 6T858 K 599 9604 GL QSL TU TEST DK9QN,CQ CQ DE VE6JN VE6JN VE6JN K I? QRZ? QRZ? QRZ? AGN,0.8095238095238095,0.7391304347826086,CQWPX,20,contest_moderate,69.022625,True
920,morse_000920.wav,TEST NZ7E NZ7E TEST NZ7E JACK WV RH9XM6 CALL? NZ7E JACK WV RH9XM6 R JANE WA TU TU QRZ? RH9XM6 TEST NZ7E NZ7E TEST NZ7E JACK WV RH9XM6 CALL? NZ7E JACK WV RH9XM6 R JANE WA TU TU QRZ? RH9XM6 QRZ?,DQ? QRZ? QRZ? AGN DE DQ? QRZ? DE DQ? DE DQ? DE DQ? AGN DE DQ? QRZ? DE DQ? AGN DE DQ? DE DQ? CQ CQ DE GJ9GWG GJ9GWG GJ9GWG GJ9GWG GJ9GWG DE GJ9GWG DE GJ9GWG DE GJ9GWG AGN GJ9GWG GJ9GWG DE GJ9GWG GJ9GWG,1.0731707317073171,0.859375,NAQP,40,contest_good,68.23675,True
